"","seqnames","start","end","width","strand","name","tx_id","tx_name","exactTSS","idx","Log2FC","FDR","MeanDiff","Log2FC_C"
"677","chr10",35126716,35126840,125,"+","CREM",38700,"NM_001881",35126841,1848,0.147798223033281,0.384491579171772,0.0603658056681204,0.147798223033281
"678","chr10",35126876,35126999,124,"+","CREM",38701,"NM_001267562",35127001,1848,0.147798223033281,0.384491579171772,0.0603658056681204,0.147798223033281
"679","chr10",35127102,35127226,125,"+","CREM",38707,"NM_181571",35127227,1849,0.0895940164812665,0.694773167862547,0.0327403704937451,0.0895940164812665
"680","chr10",35127332,35127456,125,"+","CREM",38708,"NM_183060",35127457,1849,0.0895940164812665,0.694773167862547,0.0327403704937451,0.0895940164812665
"681","chr10",35195002,35195126,125,"+","CREM",38719,"NM_001267568",35195127,1854,0.154809602236439,0.832994892232697,0.00296818377548671,0.154809602236439
"682","chr10",35195008,35195132,125,"+","CREM",38721,"NM_182717",35195133,1854,0.154809602236439,0.832994892232697,0.00296818377548671,0.154809602236439
"683","chr10",35195725,35195849,125,"+","CREM",38725,"NM_001352445",35195850,1855,0.350153213489813,0.182761091170996,0.0352162886686273,0.350153213489813
"684","chr10",35195777,35195901,125,"+","CREM",38727,"NM_001267570",35195902,1855,0.350153213489813,0.182761091170996,0.0352162886686273,0.350153213489813
"685","chr10",75401500,75401527,28,"+","ZNF503-AS2",39254,"NR_024421",75401528,3696,0.530250725862718,0.0205810937310358,0.0388628550996492,0.530250725862718
"686","chr10",75402772,75402896,125,"+","ZNF503-AS2",39255,"NR_110301",75402897,3698,0.286921766629248,0.735951115065171,0.00351618178622691,0.286921766629248
"687","chr10",75403000,75403053,54,"+","ZNF503-AS2",39256,"NR_110299",75403054,3699,0.260332193777618,0.251238649721202,0.0108141054522634,0.260332193777618
"688","chr10",75403631,75403755,125,"+","ZNF503-AS2",39257,"NR_024422",75403756,9175,-1.18106115030643,0.576245537217063,-0.00467576905676672,-1.18106115030643
"689","chr10",75403752,75403876,125,"+","ZNF503-AS2",39258,"NR_110300",75403877,9175,-1.18106115030643,0.576245537217063,-0.00467576905676672,-1.18106115030643
"690","chr10",75404040,75404164,125,"+","ZNF503-AS2",39259,"NR_110302",75404165,3700,0.521414765782546,0.770009346670111,0.00410430926270193,0.521414765782546
"691","chr10",89327872,89327996,125,"+","IFIT3",39441,"NM_001289758",89327997,4446,0.185337951664533,0.310708531200788,0.0160425998999136,0.185337951664533
"692","chr10",89332404,89332499,96,"+","IFIT3",39443,"NM_001031683",89332529,4448,0.528064794594455,0.119580438776423,0.013993727195334,0.528064794594455
"693","chr10",91163000,91163011,12,"+","PCGF5",39466,"NR_046435",91163012,4519,-0.365635629524908,0.124086439638323,-0.0359979405914259,-0.365635629524908
"694","chr10",91220026,91220150,125,"+","PCGF5",39468,"NM_001256549",91220151,4530,-0.804715812338758,0.316991064715909,-0.0182222495633523,-0.804715812338758
"695","chr10",91220477,91220499,23,"+","PCGF5",39469,"NR_046310",91220602,4530,-0.804715812338758,0.316991064715909,-0.0182222495633523,-0.804715812338758
"696","chr10",91220538,91220662,125,"+","PCGF5",39470,"NM_032373",91220663,4531,-0.00814792691640659,1,-0.00314536833735934,-0.00814792691640659
"697","chr10",95755527,95755651,125,"+","ENTPD1",39540,"NM_001164178",95755652,4780,0.825765752013032,0.027859326660605,0.0332312279499103,0.825765752013032
"698","chr10",95756038,95756162,125,"+","ENTPD1",39544,"NM_001164179",95756163,4781,-0.79585094352326,0.388546395948733,-0.00702993358732231,-0.79585094352326
"699","chr10",96832173,96832297,125,"+","LCOR",39570,"NM_001170765",96832298,4905,0.0763848271787906,0.681979900887011,0.0153336281511779,0.0763848271787906
"700","chr10",96832820,96832944,125,"+","LCOR",39573,"NM_032440",96832945,4906,0.344738005005874,0.0239257266186389,0.0692538564636008,0.344738005005874
"701","chr10",102743823,102743947,125,"+","WBP1L",39726,"NM_001083913",102743948,5566,-0.0227516088884628,0.986924357294735,-0.00621991011506612,-0.0227516088884628
"702","chr10",102776096,102776220,125,"+","WBP1L",39727,"NM_017787",102776221,5573,0.433406033823534,0.0173234638208037,0.041174890385715,0.433406033823534
"703","chr10",104268748,104268872,125,"+","GSTO2",39751,"NM_001191013",104268873,5762,-0.0690528503180662,0.967187215350187,-0.00353268038648731,-0.0690528503180662
"704","chr10",104269059,104269183,125,"+","GSTO2",39752,"NM_183239",104269184,5763,0.130791120707664,0.422383063836668,0.037139012288308,0.130791120707664
"705","chr10",104275041,104275165,125,"+","GSTO2",39753,"NM_001191014",104275166,9299,-2.87173953104788,0.160591864607428,-0.00441473868152075,-2.87173953104788
"706","chr10",112950122,112950246,125,"+","TCF7L2",39804,"NM_001146274",112950247,6049,-0.423318220328604,0.115143358331115,-0.0887778399511387,-0.423318220328604
"707","chr10",112950125,112950249,125,"+","TCF7L2",39816,"NM_001146285",112950250,6049,-0.423318220328604,0.115143358331115,-0.0887778399511387,-0.423318220328604
"708","chr10",113126508,113126632,125,"+","TCF7L2",39820,"NM_001349871",113126633,6077,-0.271218503532574,0.29135288973041,-0.041972720098958,-0.271218503532574
"709","chr10",1048887,1048999,113,"-","IDI1",40070,"NM_001317956",1048887,33,-0.000128781557438962,0.935083894502002,-2.81800783662467e-05,-0.000128781557438962
"710","chr10",1049120,1049244,125,"-","IDI1",40074,"NM_004508",1049120,34,-0.029017771322967,0.947488191924309,-0.0136934389458292,-0.029017771322967
"711","chr10",1049367,1049491,125,"-","IDI1",40075,"NR_134301",1049367,34,-0.029017771322967,0.947488191924309,-0.0136934389458292,-0.029017771322967
"712","chr10",1056705,1056829,125,"-","IDI1",40072,"NM_001317955",1056705,39,-0.249532827467959,0.128440374800693,-0.0244627825215173,-0.249532827467959
"713","chr10",5977544,5977668,125,"-","IL15RA",40131,"NM_002189",5977544,292,0.381240203463813,0.00811118357627926,0.0478510746108881,0.381240203463813
"714","chr10",5977612,5977736,125,"-","IL15RA",40128,"NM_001256765",5977612,292,0.381240203463813,0.00811118357627926,0.0478510746108881,0.381240203463813
"715","chr10",5978047,5978171,125,"-","IL15RA",40133,"NM_001351097",5978047,293,-0.112171026866519,0.91621291020439,-0.0028451842258843,-0.112171026866519
"716","chr10",5978188,5978312,125,"-","IL15RA",40129,"NM_001243539",5978188,293,-0.112171026866519,0.91621291020439,-0.0028451842258843,-0.112171026866519
"717","chr10",14556181,14556305,125,"-","FAM107B",40215,"NM_001320738",14556181,8120,-0.256212058742489,0.681979900887011,-0.00159139947349615,-0.256212058742489
"718","chr10",14572000,14572124,125,"-","FAM107B",40216,"NM_001282698",14572000,817,-0.133377200919687,0.950436173458991,-0.00411330325896279,-0.133377200919687
"719","chr10",14572190,14572314,125,"-","FAM107B",40220,"NM_001282699",14572190,817,-0.133377200919687,0.950436173458991,-0.00411330325896279,-0.133377200919687
"720","chr10",14572376,14572499,124,"-","FAM107B",40223,"NM_001282700",14572376,817,-0.133377200919687,0.950436173458991,-0.00411330325896279,-0.133377200919687
"721","chr10",14604402,14604499,98,"-","FAM107B",40225,"NM_001282696",14604402,826,0.165614245599656,0.161424629169261,0.0281094408774802,0.165614245599656
"722","chr10",17227000,17227023,24,"-","VIM-AS1",40269,"NR_108060",17226899,961,-0.557307501131595,0.519053226633488,-0.00761510097123695,-0.557307501131595
"723","chr10",17229986,17229999,14,"-","VIM-AS1",40270,"NR_108061",17229986,966,-0.405704320407955,0.110986624839019,-0.034925623693974,-0.405704320407955
"724","chr10",27240500,27240611,112,"-","ACBD5",40356,"NM_001301252",27240487,1399,-0.224052624379009,0.394726693785202,-0.049466981694944,-0.224052624379009
"725","chr10",27240798,27240922,125,"-","ACBD5",40358,"NM_145698",27240798,1399,-0.224052624379009,0.394726693785202,-0.049466981694944,-0.224052624379009
"726","chr10",27241000,27241004,5,"-","ACBD5",40355,"NM_001352570",27240880,1400,-0.629497022434203,0.0567531853120462,-0.0350908612717374,-0.629497022434203
"727","chr10",27241820,27241944,125,"-","ACBD5",40372,"NM_001352579",27241820,1401,-0.00789716268213598,0.900919495369357,-0.000177213101815954,-0.00789716268213598
"728","chr10",27241869,27241993,125,"-","ACBD5",40373,"NM_001352576",27241869,1401,-0.00789716268213598,0.900919495369357,-0.000177213101815954,-0.00789716268213598
"729","chr10",27242112,27242236,125,"-","ACBD5",40375,"NM_001042473",27242112,1402,-0.0663275299252021,0.770009346670111,-0.013627770969133,-0.0663275299252021
"730","chr10",29635000,29635096,97,"-","SVIL",40402,"NM_021738",29634972,7470,-0.372582763092367,0.948992241222093,-0.00159751016768173,-0.372582763092367
"731","chr10",29735802,29735926,125,"-","SVIL",40404,"NM_003174",29735802,1556,-0.253405882750274,0.270222881934292,-0.0332858102134468,-0.253405882750274
"732","chr10",29735925,29735999,75,"-","SVIL",40405,"NM_001323600",29735925,1556,-0.253405882750274,0.270222881934292,-0.0332858102134468,-0.253405882750274
"733","chr10",29736937,29736999,63,"-","SVIL",40403,"NM_001323599",29736937,1558,-0.843885491153461,0.026147522335779,-0.03135793463314,-0.843885491153461
"734","chr10",70381567,70381691,125,"-","LRRC20",40937,"NM_207119",70381567,3065,0.84304781476906,0.190245729057421,0.0117201288290998,0.84304781476906
"735","chr10",70382626,70382750,125,"-","LRRC20",40938,"NM_001278211",70382626,3067,0.0513347172789145,0.669513938884839,0.0132187857631296,0.0513347172789145
"736","chr10",70382651,70382775,125,"-","LRRC20",40936,"NM_001278214",70382651,3067,0.0513347172789145,0.669513938884839,0.0132187857631296,0.0513347172789145
"737","chr10",89644000,89644041,42,"-","PANK1",41229,"NM_138316",89643917,4479,-0.887229902113714,0.00939536664103362,-0.0513767299182594,-0.887229902113714
"738","chr10",89645573,89645697,125,"-","PANK1",41231,"NM_148977",89645573,4482,-0.471031612856617,0.948442263521822,-0.00192730535382356,-0.471031612856617
"739","chr10",102409278,102409402,125,"-","PSD",41522,"NR_073110",102409278,5463,0.676699364363837,0.0902190753655708,0.0267513857040654,0.676699364363837
"740","chr10",102419728,102419852,125,"-","PSD",41520,"NM_001270966",102419728,5468,0.0479453343300607,0.525563168216336,0.00114965331906235,0.0479453343300607
"741","chr10",102419935,102419999,65,"-","PSD",41521,"NM_001270965",102419935,5468,0.0479453343300607,0.525563168216336,0.00114965331906235,0.0479453343300607
"742","chr10",103678216,103678340,125,"-","SH3PXD2A",41574,"NM_001365079",103678216,5704,0.85353067112797,0.000271209278917371,0.0549531888882642,0.85353067112797
"743","chr10",103855407,103855499,93,"-","SH3PXD2A",41575,"NM_014631",103855407,5722,1.40935264070227,0.294929770618885,0.00833324703063149,1.40935264070227
"744","chr10",104328993,104328999,7,"-","ITPRIP",41582,"NM_001272012",104328993,5780,-0.162597205233926,0.701117781681324,-0.00244984885401782,-0.162597205233926
"745","chr10",104333906,104333999,94,"-","ITPRIP",41583,"NM_033397",104333906,8721,-2.74720423721736,0.16555990552889,-0.00678684857229931,-2.74720423721736
"746","chr10",104338500,104338590,91,"-","ITPRIP",41584,"NM_001272013",104338466,5787,-0.0138204177424182,0.891516326846048,-0.000513270792986763,-0.0138204177424182
"747","chr10",124092500,124092531,32,"-","CHST15",41793,"NM_015892",124092407,6621,0.342890904869423,0.0379999945922144,0.0447751705052772,0.342890904869423
"748","chr10",124093599,124093723,125,"-","CHST15",41794,"NM_001270764",124093599,7777,0.103345775914688,0.84632621533089,0.00265922336673499,0.103345775914688
"749","chr11",827794,827918,125,"+","CRACR2B",41953,"NM_001286606",827919,250,-0.618349913252958,0.190863505950133,-0.0239361588541213,-0.618349913252958
"750","chr11",828135,828259,125,"+","CRACR2B",41954,"NM_173584",828260,251,-0.317391440484128,0.774192754107031,-0.00358183664905169,-0.317391440484128
"751","chr11",2899566,2899690,125,"+","SLC22A18",42036,"NM_183233",2899691,627,0.546537187683552,0.128440374800693,0.0172919766771811,0.546537187683552
"752","chr11",2902153,2902277,125,"+","SLC22A18",42037,"NM_001315502",2902278,629,0.188539811289543,0.380564629666661,0.0386100930368103,0.188539811289543
"753","chr11",2902295,2902419,125,"+","SLC22A18",42039,"NM_001315501",2902420,629,0.188539811289543,0.380564629666661,0.0386100930368103,0.188539811289543
"754","chr11",18394264,18394388,125,"+","LDHA",42384,"NM_001135239",18394389,1649,0.338668602785686,0.022175548967756,0.039685617893599,0.338668602785686
"755","chr11",18394438,18394499,62,"+","LDHA",42387,"NM_001165415",18394563,1649,0.338668602785686,0.022175548967756,0.039685617893599,0.338668602785686
"756","chr11",18396141,18396265,125,"+","LDHA",42389,"NM_001165414",18396266,1652,0.175566054958189,0.339125360168523,0.0363574255334794,0.175566054958189
"757","chr11",45146514,45146638,125,"+","PRDM11",42581,"NM_001384649",45146639,2389,0.0389620432546937,0.886233407656665,0.00366279718811305,0.0389620432546937
"758","chr11",45147218,45147342,125,"+","PRDM11",42583,"NM_001384650",45147343,2390,0.127435614759878,0.314375743092652,0.0369485064431748,0.127435614759878
"759","chr11",45181000,45181035,36,"+","PRDM11",42586,"NM_001384651",45181036,2393,0.392542643976128,0.199478310153421,0.0145794646191935,0.392542643976128
"760","chr11",46380659,46380783,125,"+","MDK",42611,"NM_001270550",46380784,2537,0.763751481995125,0.00515582676564431,0.048986813342278,0.763751481995125
"761","chr11",46380943,46380999,57,"+","MDK",42612,"NM_001012334",46381068,2537,0.763751481995125,0.00515582676564431,0.048986813342278,0.763751481995125
"762","chr11",46381544,46381668,125,"+","MDK",42613,"NM_001270551",46381669,2539,0.0707137566428787,0.949444072312502,0.00164562992439751,0.0707137566428787
"763","chr11",46381586,46381710,125,"+","MDK",42617,"NM_001012333",46381711,2539,0.0707137566428787,0.949444072312502,0.00164562992439751,0.0707137566428787
"764","chr11",47269063,47269187,125,"+","MADD",42692,"NM_001376651",47269188,2622,-0.389329684162848,0.0139937298293965,-0.0725737690522857,-0.389329684162848
"765","chr11",47269250,47269374,125,"+","MADD",42693,"NM_001376595",47269375,2622,-0.389329684162848,0.0139937298293965,-0.0725737690522857,-0.389329684162848
"766","chr11",47269538,47269662,125,"+","MADD",42696,"NM_001135944",47269663,2623,-0.313522853617248,0.103501894549305,-0.0559351411902925,-0.313522853617248
"767","chr11",47270008,47270132,125,"+","MADD",42721,"NM_001135943",47270133,2624,-0.0958207778805336,0.917713775880025,-0.0122574872647578,-0.0958207778805336
"768","chr11",47271012,47271136,125,"+","MADD",42796,"NM_001376601",47271137,2626,-0.0711345772838868,0.935538901618423,-0.000680510009793439,-0.0711345772838868
"769","chr11",61949696,61949820,125,"+","BEST1",43054,"NM_001363592",61949821,3378,-0.3158349065499,0.160182860264333,-0.0579753141398416,-0.3158349065499
"770","chr11",61950226,61950350,125,"+","BEST1",43055,"NM_001300786",61950351,9810,-1.26629837119069,0.377369587846421,-0.00461116907332148,-1.26629837119069
"771","chr11",61955110,61955234,125,"+","BEST1",43060,"NM_001363591",61955235,3380,0.00305513495928668,0.702017265535126,0.000586279008308321,0.00305513495928668
"772","chr11",62856000,62856108,109,"+","SLC3A2",43090,"NM_001012662",62856109,3644,0.0134267603635564,0.856014232439981,0.00144958076028714,0.0134267603635564
"773","chr11",62880771,62880895,125,"+","SLC3A2",43093,"NM_001013251",62880896,3647,0.0949075909416144,0.675861261992021,0.0118648557010116,0.0949075909416144
"774","chr11",62881574,62881698,125,"+","SLC3A2",43094,"NR_037193",62881699,3649,0.541423872995308,0.0282215252419462,0.0635162527911682,0.541423872995308
"775","chr11",64245741,64245865,125,"+","PPP1R14B-AS1",43154,"NR_135087",64245866,3846,0.820087976953432,0.104608849320554,0.0302363360514948,0.820087976953432
"776","chr11",64247000,64247053,54,"+","PPP1R14B-AS1",43155,"NR_135086",64247054,3849,-0.122291847584956,0.896262800113326,-0.0072734018637606,-0.122291847584956
"777","chr11",65181248,65181372,125,"+","CAPN1",43232,"NM_001198868",65181373,4176,0.526203961836624,0.018816116099351,0.0533151354840718,0.526203961836624
"778","chr11",65181554,65181678,125,"+","CAPN1",43233,"NM_001198869",65181679,4177,-0.523803215995699,0.182922187297702,-0.0309364063156923,-0.523803215995699
"779","chr11",65181803,65181927,125,"+","CAPN1",43234,"NM_005186",65181928,4177,-0.523803215995699,0.182922187297702,-0.0309364063156923,-0.523803215995699
"780","chr11",65637976,65637999,24,"+","SIPA1",43266,"NM_006747",65638101,4423,0.782680086120079,0.0383780455397975,0.0215250953476759,0.782680086120079
"781","chr11",65639996,65639999,4,"+","SIPA1",43267,"NM_153253",65640121,8952,-1.15040101192151,0.442069885102695,-0.00776144828731096,-1.15040101192151
"782","chr11",68008422,68008499,78,"+","ALDH3B1",43371,"NM_001161473",68008547,11245,-0.175728212417904,0.880146645126584,-0.000565233759417706,-0.175728212417904
"783","chr11",68010202,68010326,125,"+","ALDH3B1",43372,"NM_000694",68010327,4986,-0.205017293411977,0.187727643338569,-0.0762598649608449,-0.205017293411977
"784","chr11",73218156,73218280,125,"+","P2RY2",43514,"NM_002564",73218281,5581,0.116705951243355,0.389674234364847,0.0245696419295035,0.116705951243355
"785","chr11",73218500,73218561,62,"+","P2RY2",43516,"NM_176071",73218562,5582,0.362660043854147,0.190245729057421,0.022253246571414,0.362660043854147
"786","chr11",73264500,73264504,5,"+","P2RY6",43517,"NM_001277205",73264505,10039,-0.746362344248965,0.462569673999178,-0.00480718846742486,-0.746362344248965
"787","chr11",73264500,73264551,52,"+","P2RY6",43520,"NM_001277207",73264552,10039,-0.746362344248965,0.462569673999178,-0.00480718846742486,-0.746362344248965
"788","chr11",73272017,73272141,125,"+","P2RY6",43523,"NM_001277208",73272142,5592,0.638777797746138,0.0113403112681309,0.0432254353921969,0.638777797746138
"789","chr11",73272213,73272337,125,"+","P2RY6",43524,"NM_001277204",73272338,5592,0.638777797746138,0.0113403112681309,0.0432254353921969,0.638777797746138
"790","chr11",108222707,108222831,125,"+","ATM",43791,"NM_001351835",108222832,6909,-0.0557913058338279,0.786733330408023,-0.0270468902500677,-0.0557913058338279
"791","chr11",108223000,108223066,67,"+","ATM",43792,"NM_000051",108223067,6910,-0.272681870265691,0.107047621022337,-0.0428060616932164,-0.272681870265691
"792","chr11",108223404,108223499,96,"+","ATM",43794,"NM_001351836",108223529,6910,-0.272681870265691,0.107047621022337,-0.0428060616932164,-0.272681870265691
"793","chr11",124876057,124876181,125,"+","ROBO3",44098,"NM_001370356",124876182,8121,0.175886524252996,0.172687452312662,0.0126941115531693,0.175886524252996
"794","chr11",124876689,124876813,125,"+","ROBO3",44100,"NM_001370357",124876814,8122,0.13991575346023,0.414493767168938,0.00514113047589556,0.13991575346023
"795","chr11",14520387,14520499,113,"-","PSMA1",44742,"NM_002786",14520387,1475,0.117967619751124,0.388825682350515,0.0221553793431156,0.117967619751124
"796","chr11",14520446,14520499,54,"-","PSMA1",44744,"NM_001143937",14520446,1475,0.117967619751124,0.388825682350515,0.0221553793431156,0.117967619751124
"797","chr11",14643635,14643759,125,"-","PSMA1",44743,"NM_148976",14643635,1497,-0.65214757239247,0.00455109300261096,-0.0773239923649843,-0.65214757239247
"798","chr11",17388660,17388784,125,"-","KCNJ11",44775,"NM_000525",17388660,9284,1.61379922537591,0.447467730889108,0.00408217850580309,1.61379922537591
"799","chr11",17389158,17389282,125,"-","KCNJ11",44776,"NM_001377296",17389158,1611,0.611842345404764,0.0446918901536876,0.0323710073512727,0.611842345404764
"800","chr11",17389347,17389471,125,"-","KCNJ11",44778,"NM_001166290",17389347,1611,0.611842345404764,0.0446918901536876,0.0323710073512727,0.611842345404764
"801","chr11",19240946,19240999,54,"-","E2F8",44836,"NM_024680",19240946,1689,0.474522290572837,0.14990895528004,0.0259913756937038,0.474522290572837
"802","chr11",19241621,19241745,125,"-","E2F8",44837,"NM_001256371",19241621,1691,-0.186115694443331,0.883668232031544,-0.00167088739481256,-0.186115694443331
"803","chr11",19241656,19241780,125,"-","E2F8",44838,"NM_001256372",19241656,1691,-0.186115694443331,0.883668232031544,-0.00167088739481256,-0.186115694443331
"804","chr11",47523832,47523956,125,"-","CELF1",45104,"NM_001172639",47523832,2698,0.937038092012293,0.11880577526979,0.0159393372259905,0.937038092012293
"805","chr11",47524705,47524829,125,"-","CELF1",45105,"NM_001330272",47524705,2700,0.443885609171876,0.800968359703491,0.00521153197904018,0.443885609171876
"806","chr11",47553133,47553257,125,"-","CELF1",45122,"NM_001025596",47553133,2708,0.0896117845965278,0.886324146626091,0.0224679480347991,0.0896117845965278
"807","chr11",47565540,47565664,125,"-","CELF1",45186,"NM_001376393",47565540,2711,0.333514696904808,0.598962094053262,0.0219378907485835,0.333514696904808
"808","chr11",62545665,62545789,125,"-","AHNAK",45346,"NM_001346446",62545665,3522,-0.352298779976259,0.1936437963415,-0.0274021919415061,-0.352298779976259
"809","chr11",62545827,62545951,125,"-","AHNAK",45347,"NM_001346445",62545827,3522,-0.352298779976259,0.1936437963415,-0.0274021919415061,-0.352298779976259
"810","chr11",62546807,62546931,125,"-","AHNAK",45345,"NM_024060",62546807,3524,-0.248454853061454,0.250923748932841,-0.0420108162022148,-0.248454853061454
"811","chr11",64744143,64744267,125,"-","RASGRP2",45478,"NM_001098671",64744143,4006,-0.434626763196195,0.0344140847249808,-0.0628808861221239,-0.434626763196195
"812","chr11",64744827,64744951,125,"-","RASGRP2",45480,"NM_001098670",64744827,4007,-0.264405531305848,0.473985089813998,-0.015216634253564,-0.264405531305848
"813","chr11",64745500,64745581,82,"-","RASGRP2",45481,"NM_153819",64745457,4009,-0.250049675796163,0.337495455050646,-0.00980910962322119,-0.250049675796163
"814","chr11",64760000,64760099,100,"-","PYGM",45483,"NM_005609",64759975,4015,0.106184330033305,0.770505355122704,0.00182476823502436,0.106184330033305
"815","chr11",64760716,64760840,125,"-","PYGM",45482,"NM_001164716",64760716,4016,-1.30627778193655,0.197752864373782,-0.015606132414937,-1.30627778193655
"816","chr11",67373599,67373723,125,"-","CLCF1",45629,"NM_013246",67373599,4851,-0.280990371595407,0.488993074370649,-0.0125988706756953,-0.280990371595407
"817","chr11",67374178,67374302,125,"-","CLCF1",45630,"NM_001166212",67374178,4852,0.525120388887635,0.0484909938693687,0.0478498176568809,0.525120388887635
"818","chr11",86069085,86069209,125,"-","PICALM",46003,"NM_001008660",86069085,6362,0.035032891398303,0.576245537217063,0.0169236664361027,0.035032891398303
"819","chr11",86069861,86069985,125,"-","PICALM",46006,"NM_001206947",86069861,6363,-0.244987539468943,0.123646675558894,-0.0487392124829545,-0.244987539468943
"820","chr11",95231203,95231327,125,"-","SESN3",46074,"NM_144665",95231203,6623,-0.168540435659671,0.112597573910474,-0.075560994420956,-0.168540435659671
"821","chr11",95232476,95232499,24,"-","SESN3",46075,"NM_001271594",95232476,6625,0.124794516566541,0.572956815015115,0.00861157974113114,0.124794516566541
"822","chr11",119029500,119029605,106,"-","SLC37A4",46383,"NM_001164280",119029481,7650,-0.551769133601731,0.627153414524337,-0.00507234617850394,-0.551769133601731
"823","chr11",119030878,119030999,122,"-","SLC37A4",46384,"NM_001164278",119030878,7652,0.192999029233864,0.138792733913148,0.0360078998763198,0.192999029233864
"824","chr11",119030907,119030999,93,"-","SLC37A4",46387,"NM_001164277",119030907,7652,0.192999029233864,0.138792733913148,0.0360078998763198,0.192999029233864
"825","chr11",119364209,119364333,125,"-","USP2",46399,"NM_171997",119364209,7736,0.378876877558628,0.105743037483844,0.0455999675058361,0.378876877558628
"826","chr11",119381691,119381815,125,"-","USP2",46400,"NM_001243759",119381691,7741,0.0170729305613112,0.845384094791459,0.00586289336130608,0.0170729305613112
"827","chr12",6534500,6534516,17,"+","GAPDH",46740,"NM_001289745",6534517,576,-0.349841057179723,0.0952491831209687,-0.0422092348498409,-0.349841057179723
"828","chr12",6535139,6535263,125,"+","GAPDH",46745,"NM_001256799",6535264,577,0.00707371392118584,1,0.00105250603580265,0.00707371392118584
"829","chr12",6943313,6943437,125,"+","C12orf57",46793,"NM_001301836",6943438,727,-0.297160864149567,0.658896550812376,-0.0017746550649592,-0.297160864149567
"830","chr12",6943500,6943501,2,"+","C12orf57",46794,"NM_001301834",6943502,728,-0.289152256285414,0.115137825956694,-0.0425749495560407,-0.289152256285414
"831","chr12",6943692,6943816,125,"+","C12orf57",46796,"NM_001301837",6943817,728,-0.289152256285414,0.115137825956694,-0.0425749495560407,-0.289152256285414
"832","chr12",6943897,6943999,103,"+","C12orf57",46799,"NM_138425",6944022,728,-0.289152256285414,0.115137825956694,-0.0425749495560407,-0.289152256285414
"833","chr12",25052103,25052227,125,"+","IRAG2",47070,"NM_001366540",25052228,1651,-0.445437644141195,0.205892635986069,-0.0344479453624735,-0.445437644141195
"834","chr12",25052581,25052705,125,"+","IRAG2",47084,"NM_001204126",25052706,1652,-0.411302289864725,0.0109323822790731,-0.0707804423223657,-0.411302289864725
"835","chr12",31647035,31647159,125,"+","ETFBKMT",47145,"NM_001135864",31647160,1937,0.0167009714326912,0.977116986608539,0.00038907595515561,0.0167009714326912
"836","chr12",31659078,31659202,125,"+","ETFBKMT",47146,"NM_173802",31659203,1940,0.0671987955386398,0.829554942139378,0.00744667071635333,0.0671987955386398
"837","chr12",31659563,31659687,125,"+","ETFBKMT",47147,"NM_001135863",31659688,1941,-1.62453217551923,0.00779035606660706,-0.0170859477987199,-1.62453217551923
"838","chr12",52006821,52006945,125,"+","TAMALIN",47466,"NM_181711",52006946,2984,0.372071739807097,0.000741654109338449,0.0714592127771312,0.372071739807097
"839","chr12",52010367,52010491,125,"+","TAMALIN",47467,"NM_001271856",52010492,2989,0.430734151080658,0.539591122671968,0.0112052040645264,0.430734151080658
"840","chr12",54549268,54549392,125,"+","PDE1B",47552,"NM_001288768",54549393,3467,-0.0443673383433264,1,-0.000975059355436427,-0.0443673383433264
"841","chr12",54549500,54549600,101,"+","PDE1B",47553,"NM_000924",54549601,3468,-0.357058547342418,0.627153414524337,-0.00682487318645494,-0.357058547342418
"842","chr12",54550000,54550079,80,"+","PDE1B",47554,"NM_001288769",54550080,3469,-1.27685309839831,0.186968462826152,-0.0109779226180798,-1.27685309839831
"843","chr12",54561340,54561464,125,"+","PDE1B",47555,"NM_001165975",54561465,3472,0.144971319268857,0.971791945353004,0.00300972488435085,0.144971319268857
"844","chr12",94148500,94148576,77,"+","PLXNC1",47936,"NM_005761",94148577,5118,-0.351573771850036,0.16555990552889,-0.0356995250628926,-0.351573771850036
"845","chr12",94262494,94262499,6,"+","PLXNC1",47937,"NR_037687",94262619,5146,0.522696151789441,0.529043779144159,0.00564089273857408,0.522696151789441
"846","chr12",96194250,96194374,125,"+","ELK3",47998,"NM_005230",96194375,5292,0.47043236533603,0.118503686874142,0.0259413190959705,0.47043236533603
"847","chr12",96255373,96255497,125,"+","ELK3",47999,"NM_001303511",96255498,5304,-0.37690980635732,0.476144046089906,-0.00884717506596623,-0.37690980635732
"848","chr12",100200000,100200086,87,"+","ACTR6",48026,"NM_022496",100200087,5421,-0.773059701031015,0.190245729057421,-0.010997396441974,-0.773059701031015
"849","chr12",100200690,100200814,125,"+","ACTR6",48027,"NR_048568",100200815,5422,0.187672280792398,0.658896550812376,0.0220927079062286,0.187672280792398
"850","chr12",119989111,119989235,125,"+","BICDL1",48306,"NM_001367886",119989236,6776,-1.00298347983582,0.193394311551738,-0.0181231406405152,-1.00298347983582
"851","chr12",119989719,119989843,125,"+","BICDL1",48307,"NM_207311",119989844,6777,0.288521733604803,0.707030479569014,0.0152546499336534,0.288521733604803
"852","chr12",122974601,122974725,125,"+","OGFOD2",48382,"NM_001304834",122974726,7346,-0.054966502982173,0.681979900887011,-0.0126623607126812,-0.054966502982173
"853","chr12",122975078,122975202,125,"+","OGFOD2",48388,"NM_001304833",122975203,7347,-0.191811170667593,0.147858510540035,-0.0383925084039851,-0.191811170667593
"854","chr12",610417,610499,83,"-","NINJ2",48544,"NM_001294345",610417,61,0.137836744512424,0.413102637388324,0.0186371656371882,0.137836744512424
