"","Tile1","Tile2","cellTypes"
"23680","chr19:43575200-43596920","chr19:43446823-43461023","Mac1"
"23681","chr19:43575200-43596920","chr19:43555456-43559600","Mac0,Mac1,Mac2,MK,Neu"
"23682","chr19:43575200-43596920","chr19:43559600-43568972","Mac1"
"23683","chr19:43575200-43596920","chr19:43662612-43666256","Mac1"
"23684","chr19:43575200-43596920","chr19:43666256-43668651","Neu"
"23685","chr19:43575200-43596920","chr19:43668651-43678887","Ery,Mac1,Mac2,MK"
"23686","chr19:43575200-43596920","chr19:43800161-43813380","Neu"
"23687","chr19:43575200-43596920","chr19:51586672-51595514","nCD4,nCD8"
"23688","chr19:43617457-43621764","chr19:36215884-36218888","Mon,Neu"
"23689","chr19:43617457-43621764","chr19:43413660-43425535","nCD4,nCD8,Neu"
"23690","chr19:43617457-43621764","chr19:43429153-43439306","nCD8,Ery"
"23691","chr19:43617457-43621764","chr19:43439306-43445564","Mac1"
"23692","chr19:43617457-43621764","chr19:43446823-43461023","Mac1"
"23693","chr19:43617457-43621764","chr19:43555456-43559600","Mac0,Mac1,Mac2,MK,Neu"
"23694","chr19:43617457-43621764","chr19:43559600-43568972","Mac1"
"23695","chr19:43617457-43621764","chr19:43662612-43666256","Mac1"
"23696","chr19:43617457-43621764","chr19:43666256-43668651","Ery,Mac1,Mac2,MK"
"23697","chr19:43617457-43621764","chr19:43800161-43813380","Neu"
"23698","chr19:43617457-43621764","chr19:51586672-51595514","Ery,Mac1"
"23699","chr19:43617457-43621764","chr19:54438291-54439444","Mac1,Neu"
"23700","chr19:43668651-43678887","chr19:43696119-43702289","Neu"
"23701","chr19:43668651-43678887","chr19:43702289-43706560","Mac1,Mac2"
"23702","chr19:43668651-43678887","chr19:43706882-43721947","Mac2,Neu"
"23703","chr19:43668651-43678887","chr19:43722341-43728630","Mac1,Mac2,MK"
"23704","chr19:43668651-43678887","chr19:43800161-43813380","nCD4,nCD8"
"23705","chr19:43754337-43760630","chr19:36215884-36218888","nCD4,nCD8,Neu"
"23706","chr19:43754337-43760630","chr19:43429153-43439306","Mac1"
"23707","chr19:43754337-43760630","chr19:43446823-43461023","Mac1"
"23708","chr19:43754337-43760630","chr19:43555456-43559600","nCD8,Mac0,Mac1,Mac2,MK"
"23709","chr19:43754337-43760630","chr19:43575200-43596920","Mac1"
"23710","chr19:43754337-43760630","chr19:43662612-43666256","Mac1"
"23711","chr19:43754337-43760630","chr19:43666256-43668651","Neu"
"23712","chr19:43754337-43760630","chr19:43668651-43678887","Mac0,Mac1,Mon,Neu"
"23713","chr19:43754337-43760630","chr19:43678887-43696119","Neu"
"23714","chr19:43754337-43760630","chr19:51702511-51710249","nCD8"
"23715","chr19:43754337-43760630","chr19:56128720-56146012","nCD8,Ery"
"23716","chr19:43774281-43786995","chr19:43439306-43445564","Mac1"
"23717","chr19:43774281-43786995","chr19:43446823-43461023","Mac1"
"23718","chr19:43774281-43786995","chr19:43555456-43559600","nCD8,Mac0,Mac1,Mac2"
"23719","chr19:43774281-43786995","chr19:43575200-43596920","Mac1"
"23720","chr19:43774281-43786995","chr19:43662612-43666256","Mac1"
"23721","chr19:43774281-43786995","chr19:43666256-43668651","Neu"
"23722","chr19:43774281-43786995","chr19:43668651-43678887","Mac1,Mac2"
"23723","chr19:43774281-43786995","chr19:43706882-43721947","Mac2,Neu"
"23724","chr19:43774281-43786995","chr19:43722341-43728630","Neu"
"23725","chr19:43823253-43829578","chr19:38052830-38055575","Mac1"
"23726","chr19:43823253-43829578","chr19:43488559-43510875","nCD8,Mac0,Mac1,Mac2,MK"
"23727","chr19:43823253-43829578","chr19:43575200-43596920","Neu"
"23728","chr19:43823253-43829578","chr19:43668651-43678887","Mac1,Mac2"
"23729","chr19:43823253-43829578","chr19:43706882-43721947","nCD4"
"23730","chr19:43823253-43829578","chr19:44138849-44148334","nCD4"
"23731","chr19:43928744-43937572","chr19:44138849-44148334","nCD4"
"23732","chr19:43948005-43952900","chr19:44138849-44148334","Neu"
"23733","chr19:43948005-43952900","chr19:51586672-51595514","nCD4,nCD8"
"23734","chr19:43979560-43988277","chr19:36215884-36218888","nCD4"
"23735","chr19:43979560-43988277","chr19:44138849-44148334","Neu"
"23736","chr19:43979560-43988277","chr19:51584436-51586028","Neu"
"23737","chr19:43979560-43988277","chr19:51702511-51710249","Ery"
"23738","chr19:43979560-43988277","chr19:57703616-57712852","nCD4"
"23739","chr19:43997051-44003150","chr19:44138849-44148334","Ery"
"23740","chr19:43997051-44003150","chr19:57703616-57712852","nCD4"
"23741","chr19:44090212-44100356","chr19:44138849-44148334","Neu"
"23742","chr19:44090212-44100356","chr19:51586672-51595514","nCD4,nCD8"
"23743","chr19:44112601-44117412","chr19:36215884-36218888","Ery,Mac1,Mac2,MK"
"23744","chr19:44112601-44117412","chr19:43800161-43813380","Neu"
"23745","chr19:44112601-44117412","chr19:51586028-51586672","Neu"
"23746","chr19:44112601-44117412","chr19:51586672-51595514","nCD8"
"23747","chr19:44112601-44117412","chr19:57243557-57248782","nCD4,nCD8"
"23748","chr19:44138849-44148334","chr19:36215884-36218888","nCD4,nCD8"
"23749","chr19:44211607-44217290","chr19:36215884-36218888","nCD4"
"23750","chr19:44211607-44217290","chr19:44138849-44148334","Neu"
"23751","chr19:44211607-44217290","chr19:51586672-51595514","Ery"
"23752","chr19:44211607-44217290","chr19:57703616-57712852","nCD4"
"23753","chr19:44304591-44310387","chr19:44138849-44148334","Neu"
"23754","chr19:44304591-44310387","chr19:51586672-51595514","Neu"
"23755","chr19:44641067-44648690","chr19:44722092-44729657","Neu"
"23756","chr19:44739162-44786707","chr19:44722092-44729657","MK"
"23757","chr19:44808039-44826563","chr19:44795577-44804786","Neu"
"23758","chr19:44840883-44857155","chr19:44722092-44729657","Mac1,Mac2"
"23759","chr19:44900436-44911154","chr19:45105617-45109995","Mon"
"23760","chr19:44912149-44917020","chr19:45074385-45090629","Neu"
"23761","chr19:44953887-44958186","chr19:44654677-44659945","Mon"
"23762","chr19:44953887-44958186","chr19:45074385-45090629","Mon"
"23763","chr19:44976297-45007350","chr19:45074385-45090629","Mac2"
"23764","chr19:45140511-45177658","chr19:45125030-45135526","Mon"
"23765","chr19:45177658-45181050","chr19:45074385-45090629","Mac1,Mac2"
"23766","chr19:45177658-45181050","chr19:45900323-45907969","Mon"
"23767","chr19:45242187-45252744","chr19:45074385-45090629","Mac1,Mac2"
"23768","chr19:45358026-45381004","chr19:45105617-45109995","Ery"
"23769","chr19:45466402-45469089","chr19:45670920-45683617","Mac1,Mac2"
"23770","chr19:45478728-45495171","chr19:45105617-45109995","Mac1,MK"
"23771","chr19:45478728-45495171","chr19:45533667-45556743","Ery,Mac2"
"23772","chr19:45478728-45495171","chr19:45693743-45698066","Mac1,MK,Neu"
"23773","chr19:45495171-45506243","chr19:45533667-45556743","Ery"
"23774","chr19:45495171-45506243","chr19:45670920-45683617","Ery,Mac2"
"23775","chr19:45495171-45506243","chr19:45693743-45698066","Mac1,MK,Neu"
"23776","chr19:45506243-45508730","chr19:45533667-45556743","Neu"
"23777","chr19:45506243-45508730","chr19:45557927-45568507","Ery"
"23778","chr19:45506243-45508730","chr19:45670920-45683617","Ery,Mac2"
"23779","chr19:45506243-45508730","chr19:45693743-45698066","Mac1"
"23780","chr19:45638808-45641157","chr19:45508730-45533667","Ery"
"23781","chr19:45644939-45670920","chr19:45358026-45381004","Ery"
"23782","chr19:45883845-45888188","chr19:45754857-45770054","Mon,Neu"
"23783","chr19:45963888-45995856","chr19:46254786-46259854","Neu"
"23784","chr19:46018743-46024156","chr19:46249968-46254786","Neu"
"23785","chr19:46018743-46024156","chr19:46254786-46259854","Mac1,Mac2"
"23786","chr19:46341125-46357883","chr19:45900323-45907969","Mac1"
"23787","chr19:46341125-46357883","chr19:46489047-46499303","Mac2"
"23788","chr19:46341125-46357883","chr19:46850484-46864111","nCD8,MK"
"23789","chr19:46341125-46357883","chr19:46908645-46919045","MK"
"23790","chr19:46341125-46357883","chr19:49151025-49178412","Mac2"
"23791","chr19:46595866-46602100","chr19:46850484-46864111","Mac2"
"23792","chr19:46603309-46629205","chr19:46850484-46864111","nCD4"
"23793","chr19:46633871-46648550","chr19:46522568-46525753","nCD4,nCD8,Mon"
"23794","chr19:46714946-46733675","chr19:46522568-46525753","Mac2,Mon"
"23795","chr19:46714946-46733675","chr19:46525753-46529985","MK"
"23796","chr19:46714946-46733675","chr19:46629205-46633871","nCD4,nCD8,Mon"
"23797","chr19:46745691-46749188","chr19:46522568-46525753","Mac2,Mon"
"23798","chr19:46745691-46749188","chr19:46525753-46529985","Mon"
"23799","chr19:46745691-46749188","chr19:46541654-46542968","MK"
"23800","chr19:46745691-46749188","chr19:46629205-46633871","Ery,Mac1,Mon,Neu"
"23801","chr19:46850484-46864111","chr19:46752834-46758458","Mac1,Mac2"
"23802","chr19:46850484-46864111","chr19:46758458-46761584","nCD8,MK"
"23803","chr19:47128477-47134589","chr19:46899945-46908645","Ery"
"23804","chr19:47128477-47134589","chr19:47210939-47212383","Ery"
"23805","chr19:47128477-47134589","chr19:47212383-47220349","nCD4"
"23806","chr19:47220614-47256167","chr19:47158558-47162562","Ery"
"23807","chr19:47220614-47256167","chr19:47210939-47212383","nCD4"
"23808","chr19:47256167-47274006","chr19:47158558-47162562","Mac1,Mac2"
"23809","chr19:47256167-47274006","chr19:47599925-47611087","nCD8"
"23810","chr19:47274006-47278958","chr19:47417499-47449100","Mac1,Mac2"
"23811","chr19:47274006-47278958","chr19:47599925-47611087","Mac1,Neu"
"23812","chr19:47347214-47349586","chr19:47297358-47301352","Mac1,MK,Mon,Neu"
"23813","chr19:47347214-47349586","chr19:47301352-47307834","Mac1,Mac2"
"23814","chr19:47347214-47349586","chr19:47599925-47611087","Mac1,Mac2"
"23815","chr19:47507859-47518414","chr19:47599925-47611087","Mac1,Neu"
"23816","chr19:47599925-47611087","chr19:47297358-47301352","Ery,Neu"
"23817","chr19:48165980-48175046","chr19:48346999-48363999","Ery,Neu"
"23818","chr19:48318006-48323694","chr19:48346999-48363999","Neu"
"23819","chr19:48318006-48323694","chr19:48553749-48582553","Ery,Neu"
"23820","chr19:48466532-48475980","chr19:48346999-48363999","Ery,Mac1,MK"
"23821","chr19:48634990-48641615","chr19:48779135-48793283","Ery,Mac2"
"23822","chr19:48634990-48641615","chr19:48841986-48842492","Mac1,Mac2"
"23823","chr19:48740232-48750097","chr19:48674574-48675040","Ery,Mac1,Mac2"
"23824","chr19:48740232-48750097","chr19:48675040-48683705","Mac1,Mac2,MK"
"23825","chr19:48810462-48813703","chr19:48674574-48675040","Mac1,Mac2,MK"
"23826","chr19:48964802-48966625","chr19:48674574-48675040","Ery,Mac1,Mac2,MK"
"23827","chr19:48964802-48966625","chr19:48675040-48683705","Ery,Mac1,MK"
"23828","chr19:48964802-48966625","chr19:48779135-48793283","Ery,Mac2"
"23829","chr19:48964802-48966625","chr19:48841986-48842492","Ery"
"23830","chr19:48964802-48966625","chr19:48855211-48867085","nCD4,nCD8"
"23831","chr19:49324404-49337933","chr19:49315870-49319311","nCD8"
"23832","chr19:49383712-49394325","chr19:49562963-49570676","nCD8"
"23833","chr19:49451109-49456131","chr19:49551789-49561373","nCD4,nCD8,Ery"
"23834","chr19:49451109-49456131","chr19:49562963-49570676","nCD4,nCD8,Mac0,Mac1,Mac2"
"23835","chr19:49465254-49479160","chr19:49394719-49399290","nCD8"
"23836","chr19:49465254-49479160","chr19:49551789-49561373","nCD4,nCD8,Ery"
"23837","chr19:49465254-49479160","chr19:49562963-49570676","nCD8"
"23838","chr19:49479160-49492750","chr19:49551789-49561373","nCD4,nCD8,Ery"
"23839","chr19:49479160-49492750","chr19:49562963-49570676","nCD8"
"23840","chr19:49492750-49511872","chr19:49551789-49561373","Mac1,MK"
"23841","chr19:49492750-49511872","chr19:49574189-49600051","Mac0,Mac1"
"23842","chr19:49511872-49514107","chr19:49519625-49528343","nCD8"
"23843","chr19:49511872-49514107","chr19:49551789-49561373","nCD4,nCD8,Ery"
"23844","chr19:49511872-49514107","chr19:49562963-49570676","Mac1,MK"
"23845","chr19:49511872-49514107","chr19:49574189-49600051","nCD8"
"23846","chr19:49519625-49528343","chr19:49562963-49570676","nCD4,nCD8,Mac0,Mac1,Mac2"
"23847","chr19:49574189-49600051","chr19:49394719-49399290","nCD8,Mon,Neu"
"23848","chr19:49645482-49676369","chr19:49492750-49511872","MK,Mon"
"23849","chr19:49864738-49867966","chr19:49717756-49733819","Ery,Neu"
"23850","chr19:50023584-50026009","chr19:48346999-48363999","Mac0,Mac1,Mac2,MK,Neu"
"23851","chr19:50023584-50026009","chr19:51109971-51112696","Neu"
"23852","chr19:50023584-50026009","chr19:51586672-51595514","Mac1"
"23853","chr19:50332616-50333747","chr19:51109971-51112696","Ery,Mac2,Mon"
"23854","chr19:50474881-50479588","chr19:50363803-50381639","Mac0,Mac1,Mac2,MK"
"23855","chr19:50512225-50520729","chr19:51109971-51112696","Neu"
"23856","chr19:50797707-50802242","chr19:50026009-50029808","Ery,Mac2,Mon"
"23857","chr19:50797707-50802242","chr19:50363803-50381639","Neu"
"23858","chr19:51081233-51105338","chr19:51586028-51586672","Neu"
"23859","chr19:51081233-51105338","chr19:51586672-51595514","Neu"
"23860","chr19:51105338-51109971","chr19:50026009-50029808","Neu"
"23861","chr19:51105338-51109971","chr19:50029808-50031894","Neu"
"23862","chr19:51105338-51109971","chr19:51584436-51586028","Neu"
"23863","chr19:51105338-51109971","chr19:51586028-51586672","Neu"
"23864","chr19:51105338-51109971","chr19:51586672-51595514","Neu"
"23865","chr19:51105338-51109971","chr19:51702511-51710249","Ery,Mac1"
"23866","chr19:51105338-51109971","chr19:54438291-54439444","nCD8"
"23867","chr19:51105338-51109971","chr19:56128720-56146012","Mac2,Mon"
"23868","chr19:51114647-51132237","chr19:50363803-50381639","Mac1,Mac2"
"23869","chr19:51114647-51132237","chr19:50901871-50924797","Neu"
"23870","chr19:51114647-51132237","chr19:51081233-51105338","nCD8,Mac2"
"23871","chr19:51114647-51132237","chr19:51440190-51460195","Neu"
"23872","chr19:51114647-51132237","chr19:51586672-51595514","Neu"
"23873","chr19:51114647-51132237","chr19:51710249-51743767","Mac0"
"23874","chr19:51114647-51132237","chr19:51789892-51802002","nCD8,MK"
"23875","chr19:51341476-51343480","chr19:51440190-51460195","Ery,MK"
"23876","chr19:51341476-51343480","chr19:51514469-51515509","Ery,MK"
"23877","chr19:51341476-51343480","chr19:51515509-51519228","Neu"
"23878","chr19:51362037-51376110","chr19:38052830-38055575","Neu"
"23879","chr19:51362037-51376110","chr19:51586672-51595514","Mac0"
"23880","chr19:51362037-51376110","chr19:51789892-51802002","Mon,Neu"
"23881","chr19:51414172-51418080","chr19:51514469-51515509","Neu"
"23882","chr19:51414172-51418080","chr19:51586672-51595514","Neu"
"23883","chr19:51414172-51418080","chr19:51649879-51660241","Neu"
"23884","chr19:51414172-51418080","chr19:51710249-51743767","nCD8,Mac2,MK"
"23885","chr19:51563092-51572851","chr19:51440190-51460195","Ery,Mac2,MK,Mon,Neu"
"23886","chr19:51563092-51572851","chr19:51514469-51515509","Mac0"
"23887","chr19:51563092-51572851","chr19:51789892-51802002","nCD4,nCD8"
"23888","chr19:51586672-51595514","chr19:36215884-36218888","nCD8,MK,Neu"
"23889","chr19:51586672-51595514","chr19:51081233-51105338","Mac0,Mac1,Mac2,MK,Neu"
"23890","chr19:51586672-51595514","chr19:51109971-51112696","nCD8,Mac2,MK"
"23891","chr19:51586672-51595514","chr19:51440190-51460195","Ery,Mac2,MK,Mon,Neu"
"23892","chr19:51586672-51595514","chr19:51514469-51515509","Ery,Mac2,MK,Mon,Neu"
"23893","chr19:51586672-51595514","chr19:51515509-51519228","Ery,MK"
"23894","chr19:51586672-51595514","chr19:51522223-51528496","Ery"
"23895","chr19:51586672-51595514","chr19:51528496-51533831","Mac0"
"23896","chr19:51586672-51595514","chr19:51789892-51802002","nCD8"
"23897","chr19:51586672-51595514","chr19:56146012-56156664","Ery,MK"
"23898","chr19:51586672-51595514","chr19:56252421-56255217","MK"
"23899","chr19:51684829-51693677","chr19:51440190-51460195","MK"
"23900","chr19:51684829-51693677","chr19:51514469-51515509","MK"
"23901","chr19:51684829-51693677","chr19:51522223-51528496","Mac0"
"23902","chr19:51684829-51693677","chr19:51789892-51802002","Mon,Neu"
"23903","chr19:51751071-51752948","chr19:51399386-51405775","Mon,Neu"
"23904","chr19:51751071-51752948","chr19:51514469-51515509","Neu"
"23905","chr19:51751071-51752948","chr19:51649879-51660241","Neu"
"23906","chr19:51751071-51752948","chr19:51702511-51710249","Mon"
"23907","chr19:51789892-51802002","chr19:51514469-51515509","Mon"
"23908","chr19:51789892-51802002","chr19:51515509-51519228","Mac1"
"23909","chr19:51789892-51802002","chr19:51519228-51522223","Mon"
"23910","chr19:51789892-51802002","chr19:51554011-51558805","Mon"
"23911","chr19:51789892-51802002","chr19:51558805-51563092","nCD4"
"23912","chr19:51986304-51992927","chr19:36215884-36218888","Neu"
"23913","chr19:52137894-52140281","chr19:51586672-51595514","Mac0"
"23914","chr19:52137894-52140281","chr19:51789892-51802002","Mac0"
"23915","chr19:52169249-52171871","chr19:51789892-51802002","Mac0,Mon,Neu"
"23916","chr19:53820033-53843045","chr19:54042540-54049563","Mac0,Mon,Neu"
"23917","chr19:53820033-53843045","chr19:54049563-54060473","Mac0"
"23918","chr19:53857930-53870518","chr19:53854582-53855637","Mac0"
"23919","chr19:53857930-53870518","chr19:53855637-53855981","Neu"
"23920","chr19:53870518-53888404","chr19:51586672-51595514","Mac0,Mac1,Mac2,Mon,Neu"
"23921","chr19:53870518-53888404","chr19:54042540-54049563","Mac0,Mac1,Mac2,Mon,Neu"
"23922","chr19:53870518-53888404","chr19:54049563-54060473","Ery,Mac1"
"23923","chr19:53870518-53888404","chr19:54438291-54439444","Mac0"
"23924","chr19:54118622-54139441","chr19:53855981-53857930","Neu"
"23925","chr19:54118622-54139441","chr19:54234780-54260241","Ery,Mac1"
"23926","chr19:54118622-54139441","chr19:54438291-54439444","Mac0,Mac1,Mac2,MK"
"23927","chr19:54159299-54161015","chr19:51109971-51112696","Mac1"
"23928","chr19:54159299-54161015","chr19:54191687-54199519","Mon"
"23929","chr19:54159299-54161015","chr19:54211681-54234780","Ery,Mac1"
"23930","chr19:54159299-54161015","chr19:54438291-54439444","Mon,Neu"
"23931","chr19:54163937-54173588","chr19:54211681-54234780","Neu"
"23932","chr19:54163937-54173588","chr19:54234780-54260241","Neu"
"23933","chr19:54163937-54173588","chr19:54348002-54351222","Neu"
"23934","chr19:54163937-54173588","chr19:54351222-54354873","Ery,Mac1"
"23935","chr19:54163937-54173588","chr19:54438291-54439444","Neu"
"23936","chr19:54189643-54189941","chr19:50026009-50029808","Neu"
"23937","chr19:54199519-54202864","chr19:51586672-51595514","Neu"
"23938","chr19:54199519-54202864","chr19:54163937-54173588","Neu"
"23939","chr19:54199519-54202864","chr19:54234780-54260241","Neu"
"23940","chr19:54199519-54202864","chr19:54351222-54354873","Ery,Mac1"
"23941","chr19:54199519-54202864","chr19:54438291-54439444","Neu"
"23942","chr19:54234780-54260241","chr19:54163937-54173588","Neu"
"23943","chr19:54234780-54260241","chr19:54351222-54354873","Mac1"
"23944","chr19:54234780-54260241","chr19:54438291-54439444","Neu"
"23945","chr19:54268966-54282195","chr19:54163937-54173588","Neu"
"23946","chr19:54268966-54282195","chr19:54234780-54260241","Neu"
"23947","chr19:54447963-54450165","chr19:50026009-50029808","Mac0,Mac1,Mac2,MK,Neu"
"23948","chr19:54447963-54450165","chr19:51109971-51112696","Neu"
"23949","chr19:54447963-54450165","chr19:51586672-51595514","Neu"
"23950","chr19:54447963-54450165","chr19:51702511-51710249","Mac1"
"23951","chr19:54447963-54450165","chr19:54191687-54199519","Mac0"
"23952","chr19:54570850-54582144","chr19:51789892-51802002","Neu"
"23953","chr19:54570850-54582144","chr19:54234780-54260241","Mac2,Mon"
"23954","chr19:54570850-54582144","chr19:55028255-55054271","Neu"
"23955","chr19:54873361-54875297","chr19:54234780-54260241","Mon"
"23956","chr19:54873361-54875297","chr19:55028255-55054271","Mac1"
"23957","chr19:55111830-55118566","chr19:54653922-54659527","Mon"
"23958","chr19:55111830-55118566","chr19:54683189-54684412","nCD8"
"23959","chr19:55111830-55118566","chr19:55418493-55421264","Neu"
"23960","chr19:55111830-55118566","chr19:55607069-55614773","Mon"
"23961","chr19:55132550-55151782","chr19:54672782-54674616","Ery"
"23962","chr19:55227080-55232845","chr19:54438291-54439444","nCD8,MK"
"23963","chr19:55255396-55283290","chr19:55291718-55296124","nCD8,MK"
"23964","chr19:55255396-55283290","chr19:55296124-55299243","nCD8"
"23965","chr19:55255396-55283290","chr19:55418493-55421264","nCD8"
"23966","chr19:55255396-55283290","chr19:55421264-55424952","Neu"
"23967","chr19:55255396-55283290","chr19:55607069-55614773","nCD8"
"23968","chr19:55283290-55291718","chr19:55418493-55421264","nCD8"
"23969","chr19:55283290-55291718","chr19:55421264-55424952","nCD4,nCD8"
"23970","chr19:55322654-55339372","chr19:55151782-55170586","Mon,Neu"
"23971","chr19:55339372-55341432","chr19:55118566-55132550","nCD4,nCD8"
"23972","chr19:55339372-55341432","chr19:55151782-55170586","nCD8,MK"
"23973","chr19:55339372-55341432","chr19:55291718-55296124","nCD8,MK"
"23974","chr19:55339372-55341432","chr19:55296124-55299243","Mac0,Mac1,Mac2"
"23975","chr19:55380960-55387458","chr19:55096314-55111428","Mon,Neu"
"23976","chr19:55380960-55387458","chr19:55118566-55132550","nCD4,nCD8"
"23977","chr19:55380960-55387458","chr19:55151782-55170586","nCD8,MK"
"23978","chr19:55380960-55387458","chr19:55291718-55296124","nCD8,MK"
"23979","chr19:55380960-55387458","chr19:55296124-55299243","Ery"
"23980","chr19:55380960-55387458","chr19:55306688-55321849","Mac0,Mac1,Mac2"
"23981","chr19:55401573-55411258","chr19:55096314-55111428","Mon,Neu"
"23982","chr19:55401573-55411258","chr19:55118566-55132550","nCD4,nCD8"
"23983","chr19:55401573-55411258","chr19:55151782-55170586","nCD8,MK"
"23984","chr19:55401573-55411258","chr19:55291718-55296124","nCD8,MK"
"23985","chr19:55401573-55411258","chr19:55296124-55299243","Ery"
"23986","chr19:55401573-55411258","chr19:55306688-55321849","nCD8"
"23987","chr19:55401573-55411258","chr19:55421264-55424952","Mac0,Mac1,Mac2"
"23988","chr19:55426506-55474781","chr19:55096314-55111428","Mon,Neu"
"23989","chr19:55426506-55474781","chr19:55118566-55132550","nCD4,nCD8"
"23990","chr19:55426506-55474781","chr19:55151782-55170586","nCD8,MK"
"23991","chr19:55426506-55474781","chr19:55291718-55296124","nCD8,MK"
"23992","chr19:55426506-55474781","chr19:55296124-55299243","Ery"
"23993","chr19:55426506-55474781","chr19:55306688-55321849","nCD8"
"23994","chr19:55426506-55474781","chr19:55418493-55421264","nCD8"
"23995","chr19:55426506-55474781","chr19:55421264-55424952","Mac0,Mac1,Mac2"
"23996","chr19:55474781-55477020","chr19:55096314-55111428","Mon,Neu"
"23997","chr19:55474781-55477020","chr19:55118566-55132550","nCD4,nCD8"
"23998","chr19:55474781-55477020","chr19:55151782-55170586","nCD8,MK"
"23999","chr19:55474781-55477020","chr19:55296124-55299243","Neu"
"24000","chr19:55474781-55477020","chr19:55607069-55614773","Ery,Mac1"
"24001","chr19:55477020-55498475","chr19:54438291-54439444","Mac0,Mac1,Mac2"
"24002","chr19:55477020-55498475","chr19:55096314-55111428","Mon,Neu"
"24003","chr19:55477020-55498475","chr19:55118566-55132550","nCD4,nCD8"
"24004","chr19:55477020-55498475","chr19:55151782-55170586","nCD8,MK"
"24005","chr19:55477020-55498475","chr19:55291718-55296124","nCD8,MK"
"24006","chr19:55477020-55498475","chr19:55296124-55299243","Neu"
"24007","chr19:55477020-55498475","chr19:55607069-55614773","Ery,Mac1"
"24008","chr19:55591261-55601368","chr19:54438291-54439444","Mac0,Mac1,Mac2"
"24009","chr19:55591261-55601368","chr19:55096314-55111428","Mon,Neu"
"24010","chr19:55591261-55601368","chr19:55118566-55132550","nCD4,nCD8"
"24011","chr19:55591261-55601368","chr19:55151782-55170586","nCD8,MK"
"24012","chr19:55591261-55601368","chr19:55291718-55296124","nCD8,MK"
"24013","chr19:55591261-55601368","chr19:55296124-55299243","Ery,Mac2,Mon"
"24014","chr19:55622717-55624889","chr19:50363803-50381639","Mac2,MK,Mon"
"24015","chr19:55622717-55624889","chr19:55028255-55054271","Mon,Neu"
"24016","chr19:55622717-55624889","chr19:55118566-55132550","nCD4,nCD8"
"24017","chr19:55622717-55624889","chr19:55151782-55170586","nCD4,nCD8"
"24018","chr19:55638147-55647266","chr19:55151782-55170586","nCD4,Mac2,MK,Mon"
"24019","chr19:55647266-55664411","chr19:55028255-55054271","nCD4,nCD8"
"24020","chr19:55647266-55664411","chr19:55151782-55170586","Neu"
"24021","chr19:56116832-56128720","chr19:51586672-51595514","nCD8"
"24022","chr19:56116832-56128720","chr19:56146012-56156664","Mac0,Mac1,Mac2,MK,Neu"
"24023","chr19:56128720-56146012","chr19:51109971-51112696","Neu"
"24024","chr19:56128720-56146012","chr19:51586672-51595514","Ery,MK"
"24025","chr19:56128720-56146012","chr19:56252421-56255217","nCD4"
"24026","chr19:56389892-56399293","chr19:44138849-44148334","Neu"
"24027","chr19:56389892-56399293","chr19:51586672-51595514","Ery"
"24028","chr19:56389892-56399293","chr19:57703616-57712852","nCD4,nCD8"
"24029","chr19:56399323-56407368","chr19:36215884-36218888","nCD4"
"24030","chr19:56399323-56407368","chr19:44138849-44148334","nCD8"
"24031","chr19:56399323-56407368","chr19:57243557-57248782","nCD4"
"24032","chr19:56563463-56571456","chr19:44138849-44148334","nCD4"
"24033","chr19:56667674-56671851","chr19:44138849-44148334","nCD4,nCD8"
"24034","chr19:57240580-57243557","chr19:36215884-36218888","Ery"
"24035","chr19:57275350-57281416","chr19:57703616-57712852","nCD4"
"24036","chr19:57317850-57321459","chr19:44138849-44148334","Ery"
"24037","chr19:57317850-57321459","chr19:57703616-57712852","Ery"
"24038","chr19:57407302-57412335","chr19:57703616-57712852","Ery"
"24039","chr19:57572720-57579234","chr19:57703616-57712852","Neu"
"24040","chr19:57769593-57770679","chr19:57845392-57873229","Ery"
"24041","chr19:57845392-57873229","chr19:57703616-57712852","nCD8"
"24042","chr19:58149335-58157038","chr19:57412335-57414790","Ery"
"24043","chr19:58149335-58157038","chr19:57425737-57427805","Ery"
"24044","chr19:58319795-58332856","chr19:57703616-57712852","Ery"
"24045","chr19:58360333-58367158","chr19:57703616-57712852","Mon"
"24046","chr19:58360333-58367158","chr19:58534018-58560726","nCD8"
"24047","chr19:58462924-58468938","chr19:56146012-56156664","Ery"
"24048","chr19:58462924-58468938","chr19:57703616-57712852","Ery"
"24049","chr19:58517547-58521749","chr19:58576169-58581023","Ery"
"24050","chr19:58517547-58521749","chr19:58581052-58583740","nCD8,Ery"
"24051","chr19:58563727-58576169","chr19:506617-515156","nCD8"
"24052","chr2:262405-274455","chr2:653101-658286","nCD8"
"24053","chr2:666487-679231","chr2:246693-250699","nCD8,Neu"
"24054","chr2:666487-679231","chr2:262405-274455","nCD4"
"24055","chr2:666487-679231","chr2:1518334-1521566","nCD4,nCD8"
"24056","chr2:666487-679231","chr2:1553898-1563894","MK"
"24057","chr2:666487-679231","chr2:3385441-3392152","Mac1"
"24058","chr2:666487-679231","chr2:3551314-3573919","MK"
"24059","chr2:3373019-3381519","chr2:3385441-3392152","Mac1"
"24060","chr2:3373019-3381519","chr2:3551314-3573919","nCD8,Neu"
"24061","chr2:3513612-3520112","chr2:262405-274455","nCD4,MK"
"24062","chr2:3513612-3520112","chr2:1986804-1991052","nCD4,MK"
